vignette_name,generation_number,generation_time,response,reflection_score,id
class,3,12232,Redo the assignment on the spot.,95,5b0ad393e9270900013b96e6
class,4,11228,Do nothing and take the fail.,100,5b0ad393e9270900013b96e6
concert,0,6774,Sneak in.,87,5b0ad393e9270900013b96e6
concert,1,16061,Bribe the bouncer with case or goods.,100,5b0ad393e9270900013b96e6
concert,2,17075,Go to concert myself.,18,5b0ad393e9270900013b96e6
concert,3,25627,Both of us sell the ticket in hand and do something else.,100,5b0ad393e9270900013b96e6
concert,4,21093,Cuss my friend out so I feel better.,29,5b0ad393e9270900013b96e6
concert,5,50008,Search on the phone for a scan-able ticket.,100,5b0ad393e9270900013b96e6
bakery,0,19484,Delete some sales to balance.,22,5b0ad393e9270900013b96e6
bakery,1,13335,Use my own money to cover.,100,5b0ad393e9270900013b96e6
bakery,2,16611,"Leave as, is with note to boss.",95,5b0ad393e9270900013b96e6
bakery,3,16129,Quit and never visit the place ever.,100,5b0ad393e9270900013b96e6
bakery,4,12159,Lie that I got robbed.,24,5b0ad393e9270900013b96e6
bakery,5,47832,Blame someone else somehow. Such as till was short when I got it.,63,5b0ad393e9270900013b96e6
mother,0,10621,Move in with my dad,78,5e500ab1ec45d305b6b82d9f
mother,1,29238,See if any of my aunts or uncles could take care of my dad,86,5e500ab1ec45d305b6b82d9f
mother,2,27203,Get a bigger apartment and have my dad move in,61,5e500ab1ec45d305b6b82d9f
mother,3,53756,"If I lived in a complex, my dad could move into an apartment in my complex",60,5e500ab1ec45d305b6b82d9f
mother,5,26124,"Reach out to senior organizations to get advice ",44,5e500ab1ec45d305b6b82d9f
ring,0,15924,Call the taxi company,100,5e500ab1ec45d305b6b82d9f
ring,1,10235,Go outside and see if the taxi is nearby,65,5e500ab1ec45d305b6b82d9f
ring,2,15296,Explain to them what happened and try to get the ring back later,33,5e500ab1ec45d305b6b82d9f
ring,3,45618,Just tell them what happened and see what they want me to do,44,5e500ab1ec45d305b6b82d9f
ring,4,15732,Get someone else at the wedding to try to track the taxi down,54,5e500ab1ec45d305b6b82d9f
ring,5,7592,Try to track the taxi down myself,62,5e500ab1ec45d305b6b82d9f
gas,3,21509,Give her a ride,50,5e500ab1ec45d305b6b82d9f
gas,5,26207,Just ignore her,0,5e500ab1ec45d305b6b82d9f
bakery,0,24010,Tell the manager,64,5e500ab1ec45d305b6b82d9f
bakery,1,5205,"Not say anything ",16,5e500ab1ec45d305b6b82d9f
bakery,2,34615,Work overtime,32,5e500ab1ec45d305b6b82d9f
bakery,3,23435,Double count to see if I made a mistake counting the first time,79,5e500ab1ec45d305b6b82d9f
bakery,4,17306,Talk to the other employees and explain the situation,94,5e500ab1ec45d305b6b82d9f
bakery,5,22920,Put my own money in there,0,5e500ab1ec45d305b6b82d9f
arizona,0,15682,Walk until I get phone service,67,5e500ab1ec45d305b6b82d9f
arizona,1,5012,Try to find water,28,5e500ab1ec45d305b6b82d9f
arizona,2,5153,Try to get my friend out,34,5e500ab1ec45d305b6b82d9f
arizona,3,21005,Go back the way we came to get to our car,81,5e500ab1ec45d305b6b82d9f
arizona,4,7536,Try to flag someone down,65,5e500ab1ec45d305b6b82d9f
arizona,5,12795,See if anyone else is nearby,70,5e500ab1ec45d305b6b82d9f
summer,0,12499,Go to the front desk at the mall and tell them,45,5e500ab1ec45d305b6b82d9f
summer,1,10375,Call the non-emergency line and tell them,61,5e500ab1ec45d305b6b82d9f
summer,2,4952,Break the window,45,5e500ab1ec45d305b6b82d9f
summer,3,16154,Call the front desk at the mall and tell me the situation,62,5e500ab1ec45d305b6b82d9f
summer,4,20062,Call my mom and see what I should do,32,5e500ab1ec45d305b6b82d9f
summer,5,36699,Get someone else in the parking lot and see what they think we should do,43,5e500ab1ec45d305b6b82d9f
store,0,10127,Call another employee to see if they can come in,71,5e500ab1ec45d305b6b82d9f
store,1,23222,"If the owner has a spouse and I have their number, call them",72,5e500ab1ec45d305b6b82d9f
store,3,7388,Call my lawyer if I have one,66,5e500ab1ec45d305b6b82d9f
store,4,8174,Keep trying to call my boss,30,5e500ab1ec45d305b6b82d9f
store,5,16315,Call corporate,71,5e500ab1ec45d305b6b82d9f
class,0,15894,Explain to the teacher what happened,95,5e500ab1ec45d305b6b82d9f
class,1,14224,See if I can turn the assignment in tomorrow,95,5e500ab1ec45d305b6b82d9f
class,2,9129,Call my mom and see if she can bring the assignment to school,66,5e500ab1ec45d305b6b82d9f
class,4,9613,Try to do the assignment quickly,28,5e500ab1ec45d305b6b82d9f
class,5,27650,Explain to a classmate what happened and ask if I can copy their work,45,5e500ab1ec45d305b6b82d9f
concert,0,8692,Go to the concert by myself,36,5e500ab1ec45d305b6b82d9f
concert,1,26285,Go with Ted to get his ticket,42,5e500ab1ec45d305b6b82d9f
concert,2,6722,Try to buy a ticket from a scalper,55,5e500ab1ec45d305b6b82d9f
concert,3,13256,Give Ted my ticket and go do something else,38,5e500ab1ec45d305b6b82d9f
concert,4,18638,Skip the concert and do something else entirely,40,5e500ab1ec45d305b6b82d9f
concert,5,19464,See if Ted can bring the ticket up on his phone,91,5e500ab1ec45d305b6b82d9f
medication,0,9651,Ask my family to borrow money,68,5e500ab1ec45d305b6b82d9f
medication,1,10285,Ask my friends to borrow money for the medicine,60,5e500ab1ec45d305b6b82d9f
medication,2,8287,Work overtime,38,5e500ab1ec45d305b6b82d9f
medication,3,7835,Try to get an advance on my check,41,5e500ab1ec45d305b6b82d9f
class,0,11726,Call your mom and have her bring it to school.,83,597b81f3de42bf000181db0b
class,1,8242,Quickly do the assignment again.,65,597b81f3de42bf000181db0b
class,2,7324,Tell the teacher the truth and ask for clemency.,100,597b81f3de42bf000181db0b
class,3,8777,Lie and say your dog ate your homework.,0,597b81f3de42bf000181db0b
class,5,51279,Skip lunch and go get the homework yourself.,50,597b81f3de42bf000181db0b
ring,0,7948,Panic.,34,597b81f3de42bf000181db0b
ring,1,11320,"Tell someone, ask for help.",61,597b81f3de42bf000181db0b
ring,2,18260,"Tell your sister (the Bride). ",19,597b81f3de42bf000181db0b
ring,3,12687,"Call the Taxi company, try to recover the ring.",95,597b81f3de42bf000181db0b
ring,4,16717,Use a fake ring and hope no one notices.,14,597b81f3de42bf000181db0b
ring,5,32404,Cause a disturbance so that the wedding is postponed.,0,597b81f3de42bf000181db0b
bakery,0,9093,Let the staff work overtime.,37,597b81f3de42bf000181db0b
bakery,1,15549,"Do a recount, maybe you made a mistake.",74,597b81f3de42bf000181db0b
bakery,2,9932,Pay the difference out of pocket.,58,597b81f3de42bf000181db0b
bakery,3,56069,Ask the staff their input.,50,597b81f3de42bf000181db0b
bakery,4,39292,Try to determine the cause.,61,597b81f3de42bf000181db0b
bakery,5,31664,"Report as is, but ask for leniency for the staff.",71,597b81f3de42bf000181db0b
store,0,8704,"Stay at work, miss court appointment.",26,597b81f3de42bf000181db0b
store,1,61192,Leave work unattended and go to court.,32,597b81f3de42bf000181db0b
store,2,32333,"Close and lock up at work, go to court.",50,597b81f3de42bf000181db0b
store,3,24301,Ask another employee to cover for you.,66,597b81f3de42bf000181db0b
store,5,16596,Call the courthouse and ask for an extension.,64,597b81f3de42bf000181db0b
gas,1,23338,Give her what she wants.,65,597b81f3de42bf000181db0b
gas,2,12209,"Give her a ride, but only part of the way.",73,597b81f3de42bf000181db0b
gas,3,26149,Simply decline.,50,597b81f3de42bf000181db0b
gas,4,38925,Give her bus fare/drop her off at a bus station.,50,597b81f3de42bf000181db0b
gas,5,34705,Call a taxi/Uber for her.,50,597b81f3de42bf000181db0b
arizona,0,7530,Chew her arm off.,8,597b81f3de42bf000181db0b
arizona,1,27439,Leave to find a location with better reception.,84,597b81f3de42bf000181db0b
arizona,2,66843,Try to chisel away at the stone.,46,597b81f3de42bf000181db0b
arizona,3,32591,Drink your own urine to stay hydrated? Gross.,0,597b81f3de42bf000181db0b
arizona,4,26817,"Pee on her arm, maybe it will slip out. Tee hee.",50,597b81f3de42bf000181db0b
arizona,5,10679,Go get help.,100,597b81f3de42bf000181db0b
summer,0,4529,Ignore the dog.,13,597b81f3de42bf000181db0b
summer,1,37866,Break a window on the car.,33,597b81f3de42bf000181db0b
summer,2,16641,Call the police/mall security.,91,597b81f3de42bf000181db0b
summer,3,9440,Wait around for the owner to come back so you can yell at them.,38,597b81f3de42bf000181db0b
summer,4,18571,Get the attention of other people nearby.,50,597b81f3de42bf000181db0b
summer,5,73193,Call some kind of animal abuse hotline?,50,597b81f3de42bf000181db0b
mother,0,11844,Try to squeeze your father in your apartment anyway.,42,597b81f3de42bf000181db0b
mother,1,17514,Move to somewhere big enough for the both of you.,62,597b81f3de42bf000181db0b
mother,2,13143,Ask other family for help.,70,597b81f3de42bf000181db0b
mother,3,31730,Look into charitable donations or offers.,50,597b81f3de42bf000181db0b
mother,4,19017,Hire a nurse for your father.,77,597b81f3de42bf000181db0b
mother,5,9300,Let your father fend for himself.,17,597b81f3de42bf000181db0b
medication,0,6827,Ask for help from family.,68,597b81f3de42bf000181db0b
medication,1,11901,Ask for help on social media/gofundme/whatever.,55,597b81f3de42bf000181db0b
medication,2,8953,Enter a life of crime and steal the medicine.,32,597b81f3de42bf000181db0b
medication,3,22536,"Sell everything, do anything, to afford the medicine.",50,597b81f3de42bf000181db0b
medication,4,8535,Go without and enjoy the time you have left.,50,597b81f3de42bf000181db0b
medication,5,5786,Ask partner what they think.,75,597b81f3de42bf000181db0b
concert,0,4841,Ditch Ted.,32,597b81f3de42bf000181db0b
concert,1,9087,Give Ted your ticket.,67,597b81f3de42bf000181db0b
concert,2,15995,Go with Ted to get his ticket. Miss the show together.,69,597b81f3de42bf000181db0b
concert,3,6869,Skip the concert entirely.,50,597b81f3de42bf000181db0b
concert,4,13521,"Try to get a ticket from someone else, a scalper or something.",50,597b81f3de42bf000181db0b
concert,5,8189,Try to sneak in without a ticket.,21,597b81f3de42bf000181db0b
summer,0,12807,ignore it,50,5dbc73047d3d3622bcd31170
summer,1,9230,find owner,64,5dbc73047d3d3622bcd31170
summer,2,7406,wait for owner,66,5dbc73047d3d3622bcd31170
summer,3,4574,break window,50,5dbc73047d3d3622bcd31170
summer,4,3598,nothing,50,5dbc73047d3d3622bcd31170
summer,5,3303,nothing,50,5dbc73047d3d3622bcd31170
gas,0,5311,say sorry,72,5dbc73047d3d3622bcd31170
gas,1,5135,say sorry,75,5dbc73047d3d3622bcd31170
gas,2,7367,get someone else,97,5dbc73047d3d3622bcd31170
gas,3,5367,let her use phone,79,5dbc73047d3d3622bcd31170
gas,4,9486,take her,50,5dbc73047d3d3622bcd31170
gas,5,8703,take her and ask for gas money,59,5dbc73047d3d3622bcd31170
medication,0,7071,borrow money,49,5dbc73047d3d3622bcd31170
medication,1,1967,get a loan,50,5dbc73047d3d3622bcd31170
medication,2,14478,find alternative,56,5dbc73047d3d3622bcd31170
medication,3,12303,ask someone else to buy with their insurance,42,5dbc73047d3d3622bcd31170
medication,4,4958,ask doctor for help,54,5dbc73047d3d3622bcd31170
medication,5,1600,nothing,41,5dbc73047d3d3622bcd31170
bakery,0,11383,add money to drawer,74,5dbc73047d3d3622bcd31170
bakery,1,16671,do nothing,50,5dbc73047d3d3622bcd31170
bakery,2,8863,blame someone else,40,5dbc73047d3d3622bcd31170
bakery,3,8126,adjust books to erase amount,45,5dbc73047d3d3622bcd31170
bakery,4,1887,nothing,50,5dbc73047d3d3622bcd31170
bakery,5,1743,nothing,50,5dbc73047d3d3622bcd31170
concert,0,13631,try to appeal to ticket goer,50,5dbc73047d3d3622bcd31170
concert,1,7550,have him go get ticket,50,5dbc73047d3d3622bcd31170
concert,2,8015,call someone to go get his ticket,54,5dbc73047d3d3622bcd31170
concert,3,2975,sneak him in,26,5dbc73047d3d3622bcd31170
concert,4,5023,give him your ticket,50,5dbc73047d3d3622bcd31170
concert,5,1823,nothing,52,5dbc73047d3d3622bcd31170
arizona,0,5831,go get help,76,5dbc73047d3d3622bcd31170
arizona,1,16238,go somewhere where cell will work,72,5dbc73047d3d3622bcd31170
arizona,2,6447,continue trying,50,5dbc73047d3d3622bcd31170
arizona,3,4478,sheild the sun,53,5dbc73047d3d3622bcd31170
arizona,4,2096,nothing,50,5dbc73047d3d3622bcd31170
arizona,5,1694,nothing,50,5dbc73047d3d3622bcd31170
ring,0,5839,call taxi company,82,5dbc73047d3d3622bcd31170
ring,1,8287,be honest with sister,96,5dbc73047d3d3622bcd31170
ring,2,5614,blame someone else,36,5dbc73047d3d3622bcd31170
ring,3,14271,pretend to be sick,35,5dbc73047d3d3622bcd31170
ring,4,1919,nothing,50,5dbc73047d3d3622bcd31170
ring,5,1294,nothing,49,5dbc73047d3d3622bcd31170
store,0,6999,stay,62,5dbc73047d3d3622bcd31170
store,1,3182,cancel appt,68,5dbc73047d3d3622bcd31170
store,2,10879,lock door and leave,67,5dbc73047d3d3622bcd31170
store,3,20335,call someone else to cover,75,5dbc73047d3d3622bcd31170
store,4,1806,nothing,50,5dbc73047d3d3622bcd31170
store,5,1439,nothing,50,5dbc73047d3d3622bcd31170
mother,0,5391,move in with father,73,5dbc73047d3d3622bcd31170
mother,1,5503,ask for gov assistance,53,5dbc73047d3d3622bcd31170
mother,2,3406,ask family for help,78,5dbc73047d3d3622bcd31170
mother,3,5712,move him in with me anyway,58,5dbc73047d3d3622bcd31170
mother,4,11917,get a loan,52,5dbc73047d3d3622bcd31170
mother,5,1697,nothing,50,5dbc73047d3d3622bcd31170
class,0,6887,"call mom to bring ",59,5dbc73047d3d3622bcd31170
class,1,6927,confess to teacher,62,5dbc73047d3d3622bcd31170
class,2,6815,go home to get,58,5dbc73047d3d3622bcd31170
class,3,5071,pretend to be sick,42,5dbc73047d3d3622bcd31170
class,4,12079,quickly do assignment again.,65,5dbc73047d3d3622bcd31170
class,5,4927,nothing,50,5dbc73047d3d3622bcd31170
class,0,6414,Talk to the instructor abou tit,95,5f56e1d1b72358165158550d
class,1,7100,Ask for an extension,92,5f56e1d1b72358165158550d
class,2,3237,Call home,77,5f56e1d1b72358165158550d
class,3,5917,Take the fail,63,5f56e1d1b72358165158550d
class,4,9668,Wait to see what happens,52,5f56e1d1b72358165158550d
class,5,5661,Talk to parents,66,5f56e1d1b72358165158550d
mother,0,3894,Call govt,99,5f56e1d1b72358165158550d
mother,1,4717,Take a loan,88,5f56e1d1b72358165158550d
mother,2,4045,Call a friend,79,5f56e1d1b72358165158550d
mother,3,3132,Talk to dad,94,5f56e1d1b72358165158550d
mother,4,2797,Ask for help,100,5f56e1d1b72358165158550d
mother,5,5292,Feel sad,29,5f56e1d1b72358165158550d
gas,0,2238,Take the woman,96,5f56e1d1b72358165158550d
gas,1,3517,Call her a ride,97,5f56e1d1b72358165158550d
gas,2,1805,do nothing,16,5f56e1d1b72358165158550d
gas,3,3229,give her money,62,5f56e1d1b72358165158550d
gas,4,7692,tell her no,40,5f56e1d1b72358165158550d
gas,5,11244,give her the option of dropping her off at your stop,85,5f56e1d1b72358165158550d
ring,0,1918,freak out,19,5f56e1d1b72358165158550d
ring,1,2476,call the cab,95,5f56e1d1b72358165158550d
ring,2,2444,tell your fiance,81,5f56e1d1b72358165158550d
ring,3,2701,apologize,65,5f56e1d1b72358165158550d
ring,4,2045,get upset,39,5f56e1d1b72358165158550d
ring,5,6188,get another ring,1,5f56e1d1b72358165158550d
medication,0,4182,call the government,93,5f56e1d1b72358165158550d
medication,1,2428,pay the bill,72,5f56e1d1b72358165158550d
medication,2,1644,do nothgng,43,5f56e1d1b72358165158550d
medication,3,5581,take a loan,60,5f56e1d1b72358165158550d
medication,4,1883,ask for money,70,5f56e1d1b72358165158550d
medication,5,5404,ask for free treatment,95,5f56e1d1b72358165158550d
bakery,0,1742,tell manager,89,5f56e1d1b72358165158550d
bakery,1,1437,do nothing,6,5f56e1d1b72358165158550d
bakery,2,3165,take it out of my own money,10,5f56e1d1b72358165158550d
bakery,3,14284,steal next customers money to reimburse,14,5f56e1d1b72358165158550d
bakery,5,3996,do nothing,8,5f56e1d1b72358165158550d
arizona,0,2309,leave to get help,87,5f56e1d1b72358165158550d
arizona,1,1676,stay with her,84,5f56e1d1b72358165158550d
arizona,2,8285,get her shade,100,5f56e1d1b72358165158550d
arizona,3,5277,cut off her arm,3,5f56e1d1b72358165158550d
arizona,4,5373,give her water,97,5f56e1d1b72358165158550d
arizona,5,4333,stay overnight until help arrives,91,5f56e1d1b72358165158550d
concert,0,3598,skip the concert,34,5f56e1d1b72358165158550d
concert,1,2077,leave ted,33,5f56e1d1b72358165158550d
concert,2,3149,buy another ticket on the way,38,5f56e1d1b72358165158550d
concert,3,8940,explain at the concert and try to get in for free,63,5f56e1d1b72358165158550d
concert,4,3226,call a friend to pick it up,60,5f56e1d1b72358165158550d
concert,5,2925,do nothing,31,5f56e1d1b72358165158550d
store,0,2718,leave work,52,5f56e1d1b72358165158550d
store,1,1725,stay at work,52,5f56e1d1b72358165158550d
store,2,1405,call court,62,5f56e1d1b72358165158550d
store,3,3804,ask coworker to help,70,5f56e1d1b72358165158550d
store,4,6524,quit job,41,5f56e1d1b72358165158550d
store,5,6156,call their relatives,76,5f56e1d1b72358165158550d
summer,0,3742,try to open car door,75,5f56e1d1b72358165158550d
summer,1,1437,call police,70,5f56e1d1b72358165158550d
summer,2,2284,look for owner,67,5f56e1d1b72358165158550d
summer,3,3372,break into car,20,5f56e1d1b72358165158550d
summer,4,4269,drip water into car,39,5f56e1d1b72358165158550d
summer,5,4349,call animal control,70,5f56e1d1b72358165158550d
concert,0,17386,Suggest he call an Uber to get his tickets,34,5ac50a19a3ba7a0001b4a483
concert,1,15584,Skip the concert and do something else fun instead,60,5ac50a19a3ba7a0001b4a483
concert,2,12624,Go to the concert and show proof of purchase of the ticket,77,5ac50a19a3ba7a0001b4a483
concert,3,24163,Ask someone at home to bring the ticket over,100,5ac50a19a3ba7a0001b4a483
concert,4,19665,Try to buy another ticket at the concert,52,5ac50a19a3ba7a0001b4a483
medication,0,11320,Start a GoFundMe,68,5ac50a19a3ba7a0001b4a483
medication,1,12154,Sell some of my belongings,80,5ac50a19a3ba7a0001b4a483
medication,2,7919,Put it on a credit card,87,5ac50a19a3ba7a0001b4a483
medication,3,7784,Ask a family member to borrow money,61,5ac50a19a3ba7a0001b4a483
