"id","context","answer","Probability","Morality","Normality","response"
18,4,1,40,100,51,"Ask someone at the gym to use their phone so Liz can call her friend."
18,4,2,60,100,51,"Ask the front desk at the gym to call her friend for her."
18,4,3,10,60,25,"Liz can try to catch her friend before it is too late by leaving the gym and driving to where she thinks her friend will be."
18,4,4,90,100,100,"Liz can renew her gym membership."
18,4,5,60,100,75,"Liz can wait out front for her friend and they can go do something else."
18,5,1,90,75,100,"Mary can explain what happened to her teacher."
18,5,2,75,100,100,"Mary can call her mom to have her bring the assignment."
18,5,3,30,100,51,"Mary can re-do the assignment before class."
18,5,4,3,0,5,"Mary can say the dog ate her homework."
18,5,5,55,100,80,"Mary can ask if she can bring the assignment in the next day."
18,6,1,75,100,100,"Brad and his friends can make a safe camp to stay safe and warm until the can figure out the next step."
18,6,2,51,60,75,"Brad can try to find the way back."
18,6,3,90,100,100,"Brad can send a signal to call for help."
18,6,4,25,50,65,"Brad and his friends can trudge on and try to find a way out."
18,6,5,5,5,5,"Brad and his friends can have a party and use all the supplies that they have left."
19,1,1,61,62,62,"Ask friends and family for funds."
19,1,2,61,62,62,"Publicly request help on social media."
19,1,3,67,68,69,"Start a Go Fund Me for the meds."
19,1,4,69,70,70,"State your case to your insurance provider."
19,1,5,30,15,29,"Steal the medication."
19,2,1,89,90,90,"Call his auto club."
19,2,2,91,90,90,"Call a tow truck."
19,2,3,81,81,82,"Call an Uber and leave his car to be towed."
19,2,4,61,61,62,"Call a friend to pick him up, take him to the airport, and deal with his car."
19,2,5,92,91,91,"Call the airline to reschedule his flight."
19,3,1,62,52,52,"Replace the money with his own funds."
19,3,2,51,45,51,"Sell some items without ringing the up and put the money in the register."
19,3,3,70,71,71,"Review the receipts to try and determine what happened."
19,3,4,70,70,71,"Speak to any employee with access to the register."
19,3,5,74,74,75,"Review any video available."
19,4,1,74,75,76,"Wait for her friend to let her know."
19,4,2,71,72,73,"Update her gym membership."
19,4,3,52,36,53,"Just go back to work."
19,4,4,51,35,50,"Go out for lunch instead."
19,4,5,71,72,73,"Leave a note for her friend."
19,5,1,79,79,80,"Explain what happened to the instructor."
19,5,2,81,81,82,"Call her Mom to bring it."
19,5,3,60,51,62,"Call in sick to her class."
19,5,4,69,69,70,"Try and recreate it quick."
19,5,5,49,42,50,"Just ditch the class."
19,6,1,70,72,71,"Stay put and wait for rescue."
19,6,2,72,73,74,"Build a makeshift shelter."
19,6,3,71,72,72,"Try and find his way back."
19,6,4,63,64,65,"Build a big signal fire."
19,6,5,60,62,63,"Yell and scream for help."
20,1,1,60,100,30,"plead with the pharmacy for the medication"
20,1,2,10,0,1,"create a fake insurance card"
20,1,3,40,30,20,"steal the medication"
20,1,4,50,100,90,"go without the medication"
20,1,5,10,70,30,"try to get someone else to give them their medication"
20,2,1,90,100,100,"call an uber or taxi"
20,2,2,81,100,100,"ask a friend for a ride"
20,2,3,10,100,3,"cancel his trip"
20,2,4,3,95,5,"hitchhike to the airport"
20,2,5,0,0,0,"call a bomb threat into the airport to delay his flight"
20,3,1,25,100,20,"pay the money back on his own"
20,3,2,50,100,20,"take up a collection from all the employees"
20,3,3,20,10,5,"change the receipts to show the register is correct"
20,3,4,80,100,75,"confront each employee to see if they took the money"
20,3,5,1,100,1,"quit and not have to work the overtime"
20,4,1,90,100,95,"pay to reestablish her membership"
20,4,2,21,10,20,"leave and not tell her friend"
20,4,3,5,0,10,"sneak in"
20,4,4,20,100,85,"promise to pay next time"
20,4,5,2,6,10,"say that there must have been a mistake and trick her way inside"
20,5,1,98,100,100,"explain what happened to the teacher"
20,5,2,50,100,90,"go home and get the assignment"
20,5,3,86,100,95,"promise to bring it in the next day"
20,5,4,61,100,95,"have mom bring the assignment to school"
20,5,5,30,100,25,"call mom and she can explain what happened to the teacher"
20,6,1,98,100,100,"build a fire for warmth"
20,6,2,40,100,60,"send a smoke signal to rescuers"
20,6,3,1,50,1,"give up and wait to die"
20,6,4,92,100,97,"make plans for surviving long term"
20,6,5,20,80,39,"send friends in different directions for help"
21,1,1,81,100,85,"start a fundraiser"
21,1,2,77,100,81,"ask for a loan"
21,1,3,40,82,29,"steal the medicine"
21,1,4,84,100,86,"find out if there are any assistance programs"
21,1,5,19,31,30,"prepare for his wife to die"
21,2,1,81,80,81,"call a friend"
21,2,2,75,81,75,"call an Uber"
21,2,3,22,71,22,"flag down a ride"
21,2,4,40,71,41,"miss his flight"
21,2,5,41,71,40,"catch a later flight"
21,3,1,50,90,49,"pay out of his own pocket"
21,3,2,60,81,60,"work the overtime"
21,3,3,80,100,80,"explain to the manager what happened"
21,3,4,20,30,21,"change the numbers of the accounting sheet"
21,3,5,19,23,20,"lie about how much money is left"
21,4,1,20,92,51,"borrow another phone"
21,4,2,71,100,93,"alert the gym staff to tell her"
21,4,3,10,10,19,"she could leave"
21,4,4,70,92,83,"she could ask to enter to tell her friend"
21,4,5,80,100,100,"she could renew her membership"
21,5,1,60,100,57,"tell the teacher what happened"
21,5,2,19,80,43,"call her mom to bring the homework"
21,5,3,50,22,51,"copy a friend's homework"
21,5,4,51,51,51,"don't turn in homewortk"
21,5,5,40,40,41,"go home early"
21,6,1,51,74,55,"wait for the crew"
21,6,2,62,77,64,"try to find their way back"
21,6,3,55,80,63,"look for materials to survive"
21,6,4,42,76,44,"create a fire to alert for help"
21,6,5,64,86,70,"call out for help"
22,1,1,100,100,100,"deplete his savings account"
22,1,2,100,100,100,"take out a loan"
22,1,3,100,100,100,"withdraw from his 401 K"
22,1,4,100,100,100,"re-mortgage his house"
22,1,5,100,100,100,"take a second job to earn extra cash"
22,2,1,100,100,100,"call an uber"
22,2,2,100,100,100,"call a taxi"
22,2,3,100,100,100,"call AAA"
22,2,4,100,100,100,"call friends"
22,2,5,100,100,100,"call parents or spouce"
22,3,1,100,100,100,"ask staff if they are aware of this mistake"
22,3,2,100,100,100,"alert staff they might have to work overtime"
22,3,3,100,100,100,"talk to staff individually to see who made the error"
22,3,4,50,51,51,"just put the money in myself"
22,3,5,100,100,100,"hope staff tells me that they made a mistake"
22,4,1,100,100,100,"use a phone at the desk"
22,4,2,100,100,100,"ask another member to call your friend"
22,4,3,100,100,100,"ask another member to borrow there phone"
22,4,4,50,50,51,"if no phone go to another place or business to use there phone"
22,4,5,1,1,1,"ask a stranger to borrow their phone"
22,5,1,100,100,100,"explain to the teacher just what happened"
22,5,2,100,100,100,"call her mom to bring the assignment to school"
22,5,3,100,100,100,"ask for a continuence for this assignment"
22,5,4,5,5,6,"pretend you are sick and go home"
22,5,5,100,100,100,"ask the teacher if you can bring it in the next day"
22,6,1,100,100,100,"make a fire to keep warm"
22,6,2,100,100,100,"try to signal somehow for help"
22,6,3,100,100,100,"try to hunt for food"
22,6,4,100,100,100,"try to fish for food"
22,6,5,100,100,100,"look for a cave or other secluded place to keep warm"
23,1,1,80,95,95,"Find extra jobs to make money."
23,1,2,75,80,90,"Ask family for help."
23,1,3,70,70,75,"Ask friends and strangers for help."
23,1,4,50,85,66,"Start a GoFundMe."
23,1,5,60,80,80,"Pawn belongings."
23,2,1,70,92,90,"Call AAA."
23,2,2,80,90,90,"Get an Uber."
23,2,3,80,95,91,"Call a taxi."
23,2,4,40,66,35,"Hitchhike."
23,2,5,30,91,30,"Start walking/running."
23,3,1,40,81,51,"Pay it back out of his pocket."
23,3,2,61,81,75,"Find out who is responsible and make them pay."
23,3,3,75,87,80,"Ask everyone to pitch in. "
23,3,4,60,50,70,"Do nothing and work overtime."
23,3,5,20,10,20,"Lie."
23,4,1,60,75,50,"Ask to use someone else's phone."
23,4,2,75,89,80,"Ask to use the front desk's phone."
23,4,3,60,85,75,"Pay for a new membership."
23,4,4,65,90,80,"Stay and explain to her friend."
23,4,5,50,50,70,"Go back to get her phone and call her friend late."
23,5,1,75,90,90,"Explain to her teacher."
23,5,2,75,95,95,"Call her mom."
23,5,3,40,87,55,"Try to redo it quickly."
23,5,4,60,40,70,"Take the zero."
23,5,5,30,30,20,"Cry."
23,6,1,40,80,50,"Scavenge for food and water and wait."
23,6,2,65,65,60,"Try to hike in a set direction."
23,6,3,75,70,75,"Yell out."
23,6,4,60,75,80,"Huddle up and camp."
23,6,5,80,85,90,"Try to find service on a cell phone."
24,1,1,70,37,79,"steal money"
24,1,2,42,31,40,"Rob pharmacist for meds"
24,1,3,12,20,16,"kidnap doctor "
24,1,4,80,77,73,"start go fund me"
24,1,5,2,2,2,"let her die"
24,2,1,77,55,59,"call taxi "
24,2,2,87,85,82,"call friend"
24,2,3,18,16,14,"steal car"
24,2,4,6,8,2,"Grand theft auto a car like the game"
24,2,5,72,59,60,"pay someone to take you "
24,3,1,86,54,44,"pay it himself"
24,3,2,93,88,91,"triple check numbers"
24,3,3,65,57,77,"do not day anything "
24,3,4,85,29,41,"fix the numbers"
24,3,5,45,32,26,"quit job"
24,4,1,49,86,91,"Leave a message at the front desk"
24,4,2,51,50,56,"wait in front of the gym"
24,4,3,62,42,41,"not show up"
24,4,4,83,53,64,"Explain later"
24,4,5,92,93,93,"call on a land line "
24,5,1,80,77,80,"do it again before class"
24,5,2,44,26,27,"skip class"
24,5,3,40,39,27,"call your mom and tell her off"
24,5,4,81,56,48,"copy your friends"
24,5,5,34,26,23,"fake sick leave school"
24,6,1,85,83,55,"call rescue crews"
24,6,2,58,57,67,"start a fire"
24,6,3,69,59,61,"hike back"
24,6,4,73,71,61,"hunt food"
24,6,5,74,66,64,"sleep"
25,1,1,51,94,94,"Ask friends and family members for help"
25,1,2,51,93,76,"start a gofundme page"
25,1,3,51,90,88,"look for different treatment"
25,1,4,33,16,17,"Not get the treatment"
25,1,5,51,90,84,"take out a loan"
25,2,1,51,97,96,"Call a friend"
25,2,2,51,99,99,"Call a family member"
25,2,3,51,91,90,"Pay for an uber"
25,2,4,51,99,90,"Change the flight"
25,2,5,51,93,50,"Cancel the trip"
25,3,1,51,100,96,"Ask the staff what happened to it"
25,3,2,50,100,91,"Take money from his next paycheck"
25,3,3,50,100,95,"Take the money from his own wallet"
25,3,4,52,30,38,"Make the staff work overtime"
25,3,5,50,52,52,"Ask everyone to pay for it equally"
25,4,1,52,95,96,"Renew the membership"
25,4,2,51,96,90,"Ask to use someone's phone"
25,4,3,50,92,90,"Wait for her friend to tell her"
25,4,4,51,51,51,"Go back to work"
25,4,5,51,85,86,"Suggest they do something else"
25,5,1,52,91,94,"Explain the situation to the teacher"
25,5,2,51,94,94,"have her mom bring it to her"
25,5,3,50,95,86,"redo the assignment before class"
25,5,4,51,77,78,"not turn anything in"
25,5,5,51,51,52,"copy someone else's"
25,6,1,50,99,98,"Make a shelter"
25,6,2,52,98,99,"Collect food"
25,6,3,51,98,97,"Retrace their steps"
25,6,4,51,97,99,"call for help"
25,6,5,50,96,96,"Look for other people"
26,1,1,90,100,100,"ask for help"
26,1,2,93,100,94,"see about a discount"
26,1,3,72,94,99,"go somewhere else"
26,1,4,93,100,100,"ask about a different medication"
26,1,5,28,14,11,"steal"
26,2,1,92,100,100,"call for help"
26,2,2,51,100,51,"listen to the radio"
26,2,3,76,100,100,"book a later flight on his phone"
26,2,4,75,100,100,"call a friend"
26,2,5,50,100,51,"ask some one to help him get to the airport"
26,3,1,81,100,99,"use his own money"
26,3,2,100,100,100,"recount"
26,3,3,82,100,100,"call the manager"
26,3,4,51,51,51,"search the employees"
26,3,5,71,85,86,"leave it as is"
26,4,1,82,100,100,"get a new membership"
26,4,2,79,100,100,"ask someone to get her friend"
26,4,3,90,100,100,"borrow a phone"
26,4,4,62,100,100,"go back and call"
26,4,5,51,94,94,"ask to go in temporarily"
26,5,1,92,100,100,"call her mom"
26,5,2,98,100,100,"explain"
26,5,3,76,100,100,"do it again"
26,5,4,86,100,92,"go home and get it"
26,5,5,100,100,100,"talk to teacher"
26,6,1,87,100,100,"call for help"
26,6,2,78,99,94,"let someone else lead"
26,6,3,92,100,100,"wait for help"
26,6,4,51,85,71,"separate"
26,6,5,61,84,85,"find a new route"
27,1,1,64,89,90,"ask a bank for a loan"
27,1,2,85,92,93,"ask family for a loan"
27,1,3,54,68,74,"ask friends for a loan"
27,1,4,78,89,91,"put it on a credit card"
27,1,5,65,100,86,"sell some possessions"
27,2,1,21,52,38,"ask a stranger for a ride"
27,2,2,77,71,90,"ask family for a ride"
27,2,3,69,74,75,"ask friends for a ride"
27,2,4,31,67,56,"take a taxi"
27,2,5,81,90,90,"use a ridesharing app"
27,3,1,38,82,69,"put his own money in"
27,3,2,58,43,59,"leave without balancing it"
27,3,3,59,63,61,"tell someone about the situation"
27,3,4,29,53,46,"ask staff for money to pitch in"
27,3,5,78,91,80,"ask his manager what to do"
27,4,1,73,85,79,"ask the gym to borrow a phone"
27,4,2,84,93,89,"pay for a new membership"
27,4,3,84,21,46,"leave without telling her friend"
27,4,4,85,86,80,"stay there and tell her friend when her friend arrives"
27,4,5,50,55,47,"ask the gym to still let her in"
27,5,1,100,100,92,"tell the teacher the truth"
27,5,2,42,33,63,"make up an excuse"
27,5,3,65,76,52,"quickly redo it"
27,5,4,31,21,45,"ask someone to their work"
27,5,5,41,51,51,"don't turn in anything"
27,6,1,61,56,55,"stay in place"
27,6,2,80,80,83,"try to find a way to contact someone"
27,6,3,46,46,42,"do nothing"
27,6,4,66,65,57,"talk to his friends"
27,6,5,62,71,59,"try to find their way "
28,1,1,82,100,100,"Reach out to family"
28,1,2,24,100,100,"Reach out to charities"
28,1,3,29,100,100,"Reach out to the local community"
28,1,4,25,100,100,"Start a go fund me"
28,1,5,5,100,100,"Look into medicine in other countries"
28,2,1,100,100,100,"Call a tow truck"
28,2,2,50,100,100,"Call a friend for a ride"
28,2,3,50,100,100,"Get a lyft/uber"
28,2,4,25,100,100,"Cancel his trip"
28,2,5,5,5,5,"Abandon his car"
28,3,1,100,100,100,"Recount the money"
28,3,2,76,100,100,"Ask the staff about it"
28,3,3,30,20,21,"Add in the own money personally"
28,3,4,5,0,0,"Ask the staff to chip in"
28,3,5,82,100,100,"Just leave the money msising"
28,4,1,0,5,0,"Abandon her friend"
28,4,2,25,100,100,"Wait for her friend outside"
28,4,3,10,100,100,"Borrow the phone at the gym"
28,4,4,25,100,85,"Borrow a stranger's phone"
28,4,5,85,100,100,"Go back to the office to get her phone"
28,5,1,50,100,100,"Call her mom"
28,5,2,95,100,100,"Tell the teacher she did not bring it"
28,5,3,30,96,97,"Stay silent and not mention it"
28,5,4,91,100,100,"Ask if she can turn it in tommorow"
28,5,5,8,1,1,"Skip class"
28,6,1,88,100,100,"Search for help"
